Attendee ID,Event Id,Attendee Record Type,Company Name,Company Type,Job Title,Amount,Country,Weeks Out (by Close Date),Prospect Type,Lead Type,Stage
0060J00000tvV8w,7010J000001Zftv,Delegates,Legend Biotech,Drug Developer,"Senior Director - Hematology, Oncology & Medical Science Liaison",1978.80,United States,26,AtL,Brochure download,Confirmed Delegate
0060J00000tvZDr,7010J000001Zftv,Delegates,Amgen Inc.,Drug Developer,Process development scientist,1416.83,United States,26,AtL,Brochure download,Confirmed Delegate
0060J00000tvVAd,7010J000001Zftv,Delegates,Legend Biotech,Drug Developer,"Equipment Technology, Engineering Equipment Division",1259.40,United States,26,AtL,Brochure download,Confirmed Delegate
0060J00000tvVAs,7010J000001Zftv,Delegates,Legend Biotech,Drug Developer,Clinical Operation Director,1978.80,Ireland,26,AtL,Brochure download,Confirmed Delegate
0060J00000tvb0C,7010J000001Zftv,Delegates,Legend Biotech,Drug Developer,"Equipment Technology, Engineering Equipment Division",719.40,United States,26,AtL,Brochure download,Workshop Upgrade
0060J00000wzgs2,7010J000001Zftv,Delegates,BendBio,Equipment & Service Providers,Commercial Development Manager pengmeng@micromedicine.com,3279.18,United States,1,AtL,Active enquiry,Confirmed Delegate
0060J00000wqCmb,7010J000001Zftv,Delegates,University of Utah,University,Associate Professor,1000.23,United States,16,AtL,Incomplete registration,No Show
0060J00000wqWVw,7010J000001Zftv,Delegates,Tranquil Clinical Research,Equipment & Service Providers,Vice President - Business Development,3033.18,United Kingdom,5,AtL,Incomplete registration,Confirmed Delegate
0060J00000wqWmV,7010J000001Zftv,Delegates,Takeda Pharmaceutical Co. Ltd.,Drug Developer,Senior scientist,2424.11,United States,16,AtL,Active enquiry,Confirmed Delegate
0060J00000wqLM7,7010J000001Zftv,Delegates,PwC,Financial Services,Director & Principal,2540.23,United States,16,AtL,Incomplete registration,Confirmed Delegate
0060J00000wqMDt,7010J000001Zftv,Delegates,Sarah Cannon,Research Institute,Chief Executive Officer,1731.11,United States,17,AtL,Active enquiry,Confirmed Delegate
0060J00000wqML5,7010J000001Zftv,Delegates,Sarah Cannon,Research Institute,"Senior Vice President, Market Operations, Physician-in-Chief, Hematology",1731.11,United States,17,AtL,Active enquiry,Confirmed Delegate
0060J00000vnOS6,7010J000001Zftv,Delegates,Sorrento Therapeutics Inc.,Drug Developer,Vice President - Corporate & Business Development Business Development,1595.24,United States,30,AtL,Active enquiry,Confirmed Delegate
0060J00000vnTQK,7010J000001Zftv,Delegates,Kite Pharma Inc,Drug Developer,Director - Cell Biology,1397.79,United States,20,AtL,Brochure download,Confirmed Delegate
0060J00000vnbCt,7010J000001Zftv,Delegates,Kite Pharma Inc,Drug Developer,Executive Director - Customer Engagement & Strategic Alliances,1595.24,United States,28,AtL,Active enquiry,Confirmed Delegate
0060J00000wng8X,7010J000001Zftv,Delegates,Juventas Cell Therapy Ltd,Equipment & Service Providers,Director - Biomarker,2324.23,China,22,AtL,Active enquiry,Confirmed Delegate
0060J00000wnjwZ,7010J000001Zftv,Delegates,"Marker Therapeutics, Inc.",Drug Developer,Associate Director - Business Development,1504.12,United States,22,AtL,Active enquiry,Confirmed Delegate
0060J00000wnxcz,7010J000001Zftv,Delegates,Editas Medicine,Drug Developer,Senior Scientist,2324.23,United States,21,AtL,Production referral,No Show
0060J00000wnxeq,7010J000001Zftv,Delegates,Editas Medicine,Drug Developer,Scientific Technical Leader,2324.23,United States,21,AtL,Production referral,Confirmed Delegate
0060J00000wnyoi,7010J000001Zftv,Delegates,Miltenyi Biotec,Drug Developer,"Senior Account Manager, Lentigen Technology",1215.62,United States,21,AtL,Spex referral,Confirmed Delegate
0060J00000wnypg,7010J000001Zftv,Delegates,Miltenyi Biotec,Drug Developer,Director - Medical & Clinical Department,1215.62,United States,21,AtL,Spex referral,No Show
0060J00000wnyqy,7010J000001Zftv,Delegates,Miltenyi Biotec,Drug Developer,Clinical & Marketing Manager Marketing,728.99,United States,21,AtL,Spex referral,Workshops Only
0060J00000wnysI,7010J000001Zftv,Delegates,Miltenyi Biotec,Drug Developer,"Vice President - Global Business Development, Alliances & Organizational Strategy",2673.38,Germany,21,AtL,Spex referral,Confirmed Delegate
0060J00000wnmuR,7010J000001Zftv,Delegates,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM,,Student,911.24,Mexico,22,AtL,Incomplete registration,Confirmed Delegate
0060J00000wnpXw,7010J000001Zftv,Delegates,Tmunity Therapeutics Inc.,Healthcare Providers,Director - Cell Engineering & Gene Editing Process Development,1504.12,United States,22,AtL,Active enquiry,Confirmed Delegate
0060J00000wnqSf,7010J000001Zftv,Delegates,Kite Pharma Inc,Drug Developer,Senior Director,2154.77,United States,17,AtL,Active enquiry,Confirmed Delegate
0060J00000wnkpU,7010J000001Zftv,Delegates,Amgen Inc.,Drug Developer,Clinical Supply Chain Specialist,2324.23,United States,22,AtL,Active enquiry,Confirmed Delegate
0060J00000wnkpy,7010J000001Zftv,Delegates,Amgen Inc.,Drug Developer,Director - Development Supply Chain,1504.12,United States,22,AtL,Active enquiry,No Show
0060J00000woxn6,7010J000001Zftv,Delegates,Albert Einstein College of Medicine,Research Institute,Graduate researcher,693.00,United States,16,AtL,Active enquiry,Confirmed Delegate
0060J00000wq2Gu,7010J000001Zftv,Delegates,Kite Pharma Inc,Drug Developer,Senior Director,615.38,United States,17,BtL,Allocated List,Workshop Upgrade
0060J00000xp6xM,7010J000001Zftv,Delegates,Takeda Pharmaceutical Co. Ltd.,Drug Developer,Scientist,1776.79,United States,13,AtL,Active enquiry,Confirmed Delegate
0060J00000xoDEI,7010J000001Zftv,Delegates,Miltenyi Biotec,Drug Developer,Sales Manager,2155.38,United States,15,AtL,Speaker referral,Confirmed Delegate
0060J00000xp7Ay,7010J000001Zftv,Delegates,Altius Institute for Biomedical Sciences,Drug Developer,Senior Scientist - Translational Studies,1918.28,United States,12,AtL,Speaker referral,Confirmed Delegate
0060J00000xoIaN,7010J000001Zftv,Delegates,Tmunity Therapeutics Inc.,Healthcare Providers,Investor Relations and Corporate Communications,2629.28,United States,12,AtL,Active enquiry,Confirmed Delegate
0060J00000xo9cK,7010J000001Zftv,Delegates,New Jersey Innovation Institute,Software & Computer Services,Senior Vice President - BioCentriq,1342.21,United States,9,AtL,Incomplete registration,Confirmed Delegate
0060J00000xjsLK,7010J000001Zftv,Delegates,MasTherCell,Equipment & Service Providers,Cell & Gene Therapy Business Manager,4386.69,Belgium,15,AtL,Incomplete registration,Confirmed Delegate
0060J00000xoeK3,7010J000001Zftv,Delegates,Tmunity Therapeutics Inc.,Healthcare Providers,"VP, New Product Commercialization Beacon",2629.28,United States,14,AtL,Active enquiry,Confirmed Delegate
0060J00000xoXNe,7010J000001Zftv,Delegates,Tactiva Therapeutics,Healthcare Providers,"Vice President, Head of Research",3710.63,United States,14,AtL,Active enquiry,Confirmed Delegate
0060J00000xpWKz,7010J000001Zftv,Delegates,Juno Therapeutics,Drug Developer,Senior Scientist,3094.90,United States,8,AtL,Incomplete registration,Confirmed Delegate
0060J00000xpGkn,7010J000001Zftv,Delegates,T-Cure Bioscience,Drug Developer,Senior Director - Translational Research Translational Research,2629.28,United States,12,AtL,Active enquiry,Confirmed Delegate
0060J00000xqWXD,7010J000001Zftv,Delegates,Precision for Medicine,Equipment & Service Providers,Senior Vice President - Clinical Operations,3482.48,United Kingdom,10,AtL,Active enquiry,Confirmed Delegate
0060J00000xqWaR,7010J000001Zftv,Delegates,Precision for Medicine,Equipment & Service Providers,Senior Director - Clinical Business Solutions,3482.48,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000xpuh6,7010J000001Zftv,Delegates,Takeda Pharmaceutical Co. Ltd.,Drug Developer,Drug Metabolism & Pharmacokinetics Research Investigator,1776.79,United States,11,AtL,Active enquiry,Confirmed Delegate
0060J00000xpncW,7010J000001Zftv,Delegates,T-Cure Bioscience,Drug Developer,Senior Vice President - Research & Development Pharmaceutical Development,852.49,United States,12,AtL,Active enquiry,Workshop Upgrade
0060J00000xpne3,7010J000001Zftv,Delegates,T-Cure Bioscience,Drug Developer,"President,Chief Executive Officer & Adjunct Professor",852.49,United States,12,AtL,Active enquiry,Workshop Upgrade
0060J00000xqZu3,7010J000001Zftv,Delegates,PharmaEssentia,Drug Developer,Vice President,2289.42,Taiwan,9,AtL,Incomplete registration,Confirmed Delegate
0060J00000xpgny,7010J000001Zftv,Delegates,Lonza,Equipment & Service Providers,"Interim Manufacturing Science, Technology, Business Partner & Cell Therapy Scientist",3711.42,United States,11,AtL,Incomplete registration,Confirmed Delegate
0060J00000yVbK4,7010J000001Zftv,Delegates,MedImmune,Drug Developer,Scientist,3442.36,United States,1,AtL,Incomplete registration,Confirmed Delegate
0060J00000yd246,7010J000001Zftv,Delegates,Fosun Kite Biotech,Drug Developer,Sr. Director,4343.54,China,2,AtL,Incomplete registration,Confirmed Delegate
0060J00000yVWAM,7010J000001Zftv,Delegates,Elicio Therapeutics,Healthcare Providers,Vice President & Director - Research,2459.18,United States,2,AtL,Incomplete registration,Confirmed Delegate
0060J00000yd2DI,7010J000001Zftv,Delegates,GSK,Drug Developer,"Director, Early Commercial Strategy and Diagnostics",2459.18,United States,2,AtL,Incomplete registration,Confirmed Delegate
0060J00000yd2P4,7010J000001Zftv,Delegates,TriSalus Life Sciences,Equipment & Service Providers,Vice President - Marketing,3079.42,United States,6,AtL,Incomplete registration,Confirmed Delegate
0060J00000yUtMU,7010J000001Zftv,Sponsor Place,PHC Corporation of North America (PHCNA),Healthcare Providers,Regional Director,,United States,5,BtL,,Confirmed Sponsor Place
0060J00000yVUvJ,7010J000001Zftv,Delegates,Poseida Therapeutics,Drug Developer,Senior Research Scientist NA,737.26,United States,3,AtL,Active enquiry,Confirmed Delegate
0060J00000ycyXr,7010J000001Zftv,Delegates,BioIVT,Healthcare Providers,Vice President - Strategic Growth,2623.34,United States,2,AtL,Active enquiry,Confirmed Delegate
0060J00000yVcn7,7010J000001Zftv,Delegates,Innovative Cellular Therapeutics,Drug Developer,Chief Financial Officer,1967.34,United States,2,AtL,Speaker referral,Confirmed Delegate
0060J00000ycylK,7010J000001Zftv,Delegates,Draper Laboratory,Military,Senior Scientist,2623.34,United States,2,AtL,Sponsor booking,Confirmed Delegate
0060J00000yd0MN,7010J000001Zftv,Delegates,3T Biosciences,Healthcare Providers,Chief Business Officer,2213.26,United States,2,AtL,Speaker referral,Confirmed Delegate
0060J00000yUHo6,7010J000001Zftv,Delegates,Bristol Myers Squibb,Drug Developer,Group Director - Academic Research Collaborations Immuno-Oncology,4015.54,United States,6,AtL,Incomplete registration,Confirmed Delegate
0060J00000yd4Is,7010J000001Zftv,Delegates,Tekon Biotech,,CEO,2623.34,United States,1,AtL,Active enquiry,Confirmed Delegate
0060J00000yVYQm,7010J000001Zftv,Delegates,TrakCel,Equipment & Service Providers,Senior Director of Customer Delivery,2623.34,United Kingdom,3,AtL,Sponsor booking,Confirmed Delegate
0060J00000yUv0O,7010J000001Zftv,Delegates,Juno Therapeutics,Drug Developer,Technology Strategy & Innovation Scientist,2459.18,United States,1,AtL,Incomplete registration,Confirmed Delegate
0060J00000yVIbw,7010J000001Zftv,Delegates,Casdin Capital Partners,Financial Services,Senior Associate,3279.18,United States,3,AtL,Incomplete registration,Confirmed Delegate
0060J00000yd6yq,7010J000001Zftv,Delegates,InVitria,Equipment & Service Providers,"Vice President, Product Development Analytical Lab",3279.18,United States,2,BtL,Sales research,Confirmed Delegate
0060J00000yV7HZ,7010J000001Zftv,Delegates,GE Healthcare,Equipment & Service Providers,Global Commercial & Strategy Leader,3409.89,United States,4,AtL,Spex referral,Confirmed Delegate
0060J00000yd65W,7010J000001Zftv,Delegates,3T Biosciences,Healthcare Providers,Chief Business Officer,884.86,United States,2,AtL,Speaker referral,Workshop Upgrade
0060J00000yVD6e,7010J000001Zftv,Delegates,Green Cross LabCell,Healthcare Providers,Research Team,1593.21,South Korea,16,AtL,Active enquiry,Confirmed Delegate
0060J00000yVD7I,7010J000001Zftv,Delegates,Green Cross LabCell,Healthcare Providers,Researcher,1593.21,South Korea,16,AtL,Incomplete registration,Confirmed Delegate
0060J00000yVHpT,7010J000001Zftv,Delegates,Mayo Clinic,Healthcare Providers,Chimeric Antigen Receptor T Program Manager & Supervisor,1639.18,United States,1,AtL,Incomplete registration,Confirmed Delegate
0060J00000yV825,7010J000001Zftv,Delegates,Terumo Blood and Cell Technologies,Equipment & Service Providers,Senior Manager & Specialist - Global Strategic Medical Affairs & Cell Processing Cell Therapy Technologies,2426.54,United States,4,AtL,Incomplete registration,Confirmed Delegate
0060J00000yVEQk,7010J000001Zftv,Delegates,Incysus Therapeutics,Drug Developer,Senior Vice President - Quality & Regulatory Affairs,2213.26,United States,3,AtL,Active enquiry,Confirmed Delegate
0060J00000yVAVV,7010J000001Zftv,Delegates,Syneos Health,Equipment & Service Providers,"Vice President & Global Head Of Novel Emerging Therapies, Hematology & Oncology Hematology/Oncology",3279.18,United States,3,AtL,Incomplete registration,Confirmed Delegate
0060J00000yd5eY,7010J000001Zftv,Delegates,Legend Biotech,Drug Developer,Director - Marketing & Communication Access Realtime Translation,1259.40,United States,26,AtL,Active enquiry,Confirmed Delegate
0060J00000yVDMr,7010J000001Zftv,Delegates,Terumo Blood and Cell Technologies,Equipment & Service Providers,Associate Director - Oncology Portfolio Strategy,2623.34,United States,4,AtL,Spex referral,Confirmed Delegate
0060J00000yVQTB,7010J000001Zftv,Delegates,Poseida Therapeutics,Drug Developer,VP,2213.26,United States,3,AtL,Active enquiry,Confirmed Delegate
0060J00000ydJYl,7010J000001Zftv,Delegates,CWRU,Research Institute,Professor - Pathology,3441.54,United States,1,AtL,Incomplete registration,Confirmed Delegate
0060J00000ydrIx,7010J000001Zftv,Delegates,GE Healthcare,Equipment & Service Providers,Senior Manager - Communications & Life Sciences,2623.34,United States,0,AtL,Sponsor booking,Confirmed Delegate
0060J00000ydraI,7010J000001Zftv,Delegates,CellCarta Inc,Equipment & Service Providers,Chief Commercial Officer & Senior Vice President,2623.34,Canada,0,AtL,Active enquiry,Confirmed Delegate
0060J00000ydLau,7010J000001Zftv,Delegates,Kite Pharma Inc,Drug Developer,Clinical Program Manager,1574.25,United States,26,AtL,Incomplete registration,Confirmed Delegate
0060J00000ydrbL,7010J000001Zftv,Delegates,Genocea Biosciences Inc,Drug Developer,Director - Cell Therapy Development & Manufacturing,3524.36,United States,0,AtL,Active enquiry,Confirmed Delegate
0060J00000yduSK,7010J000001Zftv,Delegates,Azenta Life Sciences,Research Institute,"Director - Business Development, Cell & Gene Therapy",720.94,United Kingdom,0,AtL,Spex referral,Workshops Only
0060J00000ydDVU,7010J000001Zftv,Delegates,Cognate BioServices Inc.,Equipment & Service Providers,Director - Innovative Solutions & Senior Scientist Innovations,2623.34,United States,2,AtL,Spex referral,Confirmed Delegate
0060J00000ydsd9,7010J000001Zftv,Delegates,MaxCyte,Equipment & Service Providers,Process Development Specialist,3726.90,United States,6,AtL,Incomplete registration,Confirmed Delegate
0060J00000ydJ2B,7010J000001Zftv,Delegates,AffyImmune,,Director - Business Development,2213.26,United States,1,AtL,Speaker referral,Confirmed Delegate
0060J00000ydMI7,7010J000001Zftv,Delegates,PathoQuest,Drug Developer,Sales Manager,4262.36,France,1,AtL,Active enquiry,Confirmed Delegate
0060J00000ydJKP,7010J000001Zftv,Delegates,IsoPlexis,Equipment & Service Providers,Senior Manager - Sales,2623.34,United Kingdom,1,AtL,Brochure download,Confirmed Delegate
0060J00000ydJLh,7010J000001Zftv,Delegates,Molekule Consulting,,Consultant,3279.18,United States,1,AtL,Brochure download,No Show
0060J00000ydT2R,7010J000001Zftv,Delegates,BPS Bioscience Inc,Equipment & Service Providers,Product Manager,2623.34,United States,1,AtL,Spex referral,Confirmed Delegate
0060J00000ydVUd,7010J000001Zftv,Delegates,Unum Therapeutics,Drug Developer,Scientist,1416.83,United States,26,AtL,Speaker referral,Confirmed Delegate
0060J00000ydS22,7010J000001Zftv,Delegates,Azenta Life Sciences,Research Institute,Rotational Mechanical Engineer,2623.34,United Kingdom,1,AtL,Spex referral,Confirmed Delegate
0060J00000ydggY,7010J000001Zftv,Delegates,Be The Match BioTherapies,Healthcare Providers,Contracts Manager,2426.54,United States,5,AtL,Spex referral,Confirmed Delegate
0060J00000ydi9v,7010J000001Zftv,Delegates,Kite Pharma Inc,Drug Developer,"Chemistry, Manufacturing T Controls Technical Writing Strategy Lead",3409.23,United States,1,AtL,Active enquiry,Confirmed Delegate
0060J00000ydWN9,7010J000001Zftv,Delegates,"BioLife Solutions, Inc.",Equipment & Service Providers,Global Product Manager,2623.34,United States,1,AtL,Active enquiry,Confirmed Delegate
0060J00000ydiQd,7010J000001Zftv,Delegates,IQVIA,Equipment & Service Providers,Senior Director & Head of New England Business Development,3279.18,United States,0,AtL,Active enquiry,No Show
0060J00000ydak5,7010J000001Zftv,Delegates,Klus Pharma,Healthcare Providers,Vice President - Innovative Biologics,3222.75,United States,26,AtL,Brochure download,Confirmed Delegate
0060J00000ydev8,7010J000001Zftv,Delegates,Parexel International Corporation,Equipment & Service Providers,"Vice President, Technical",2623.34,United States,1,AtL,Active enquiry,Confirmed Delegate
0060J00000ydcvA,7010J000001Zftv,Delegates,Bio-Rad Laboratories,Equipment & Service Providers,Application & Marketing Scientist,2623.34,United States,1,AtL,Active enquiry,Confirmed Delegate
0060J00000trD0R,7010J000001Zftv,Delegates,Gracell,Research Institute,"Founder, Chairman & Chief Executive Officer",2462.46,China,52,AtL,Active enquiry,Confirmed Delegate
0060J00000trszD,7010J000001Zftv,Delegates,Kite Pharma Inc,Drug Developer,"Senior Executive Director - Strategic Planning, Research & Development",1595.24,United States,31,AtL,Active enquiry,Confirmed Delegate
0060J00000twCzx,7010J000001Zftv,Delegates,Takeda Pharmaceutical Co. Ltd.,Drug Developer,Cell Therapies Scientist,1504.12,United States,23,AtL,Incomplete registration,Confirmed Delegate
0060J00000twhjP,7010J000001Zftv,Delegates,Obsidian Therapeutics,Healthcare Providers,Associate Director Discovery,1420.55,United States,23,AtL,Active enquiry,Confirmed Delegate
0060J00000twi2M,7010J000001Zftv,Delegates,Obsidian Therapeutics,Healthcare Providers,Scientist Scientist,1420.55,United States,23,AtL,Active enquiry,Confirmed Delegate
0060J00000twYYf,7010J000001Zftv,Delegates,3T Biosciences,Healthcare Providers,"President & Chief Executive Officer, Co-Founder",1484.33,United States,24,AtL,Speaker referral,Confirmed Delegate
0060J00000vmoo3,7010J000001Zftv,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Ex-Graduate Student,2102.48,United States,26,AtL,Incomplete registration,Confirmed Delegate
0060J00000vmviH,7010J000001Zftv,Delegates,Boxer Capital of Tavistock Group,Bank,Managing Director,2495.22,United States,33,AtL,Spex referral,Confirmed Delegate
0060J00000vn79b,7010J000001Zftv,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Pharmacokinetic & Pharmacodynamic Scientist,2739.34,United States,27,AtL,Incomplete registration,Confirmed Delegate
0060J00000xq6Hk,7010J000001Zftv,Delegates,Saint-Gobain,Manufacturing,Biologist II,3711.42,United States,11,AtL,Active enquiry,Confirmed Delegate
0060J00000xrdFT,7010J000001Zftv,Delegates,OriBiotech Ltd.,Drug Developer,Chief Business Officer & Executive Director,2922.21,United Kingdom,6,AtL,Active enquiry,Confirmed Delegate
0060J00000xrZVf,7010J000001Zftv,Delegates,Oxford Biomedica,Equipment & Service Providers,Chief Medical Officer,3868.63,United Kingdom,8,AtL,Incomplete registration,Confirmed Delegate
0060J00000xr1HR,7010J000001Zftv,Delegates,IsoPlexis,Equipment & Service Providers,Vice President - Marketing,2623.34,United States,1,AtL,Active enquiry,Confirmed Delegate
0060J00000xrdxM,7010J000001Zftv,Delegates,Aldevron,Equipment & Service Providers,Sales & Client Development Manager,2337.77,United States,8,AtL,Sponsor booking,Confirmed Delegate
0060J00000xrfH7,7010J000001Zftv,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Associate Director - QC Operations & Cell Therapy Technical Development,3094.90,United States,6,AtL,Brochure download,Confirmed Delegate
0060J00000xrkTL,7010J000001Zftv,Delegates,Oxford Biomedica,Equipment & Service Providers,Vice President & Head of Clinical Operations,2132.21,United Kingdom,8,AtL,Incomplete registration,Confirmed Delegate
0060J00000yUaOB,7010J000001Zftv,Delegates,Neon Therapeutics,Drug Developer,Senior Director - Business Development & Strategy,2213.18,United States,5,AtL,Incomplete registration,Confirmed Delegate
0060J00000yUaQ7,7010J000001Zftv,Delegates,inThought Research,Consultant,Senior Principal,3033.18,United States,5,AtL,Incomplete registration,Confirmed Delegate
0060J00000yUMO6,7010J000001Zftv,Delegates,Sarah Cannon,Research Institute,Senior Counsel,3213.09,United States,6,AtL,Incomplete registration,Confirmed Delegate
0060J00000yURhu,7010J000001Zftv,Delegates,Bristol Myers Squibb,Drug Developer,"Associate Director - Immuno-Oncology, Medical & Lymphomas Scientist",4015.54,United States,6,AtL,Active enquiry,Confirmed Delegate
0060J00000yUU9O,7010J000001Zftv,Delegates,Bio-Rad Laboratories,Equipment & Service Providers,Regional Manager - Biopharma,2426.54,United States,6,AtL,Spex referral,Confirmed Delegate
0060J00000yUMZi,7010J000001Zftv,Delegates,Takeda Pharmaceutical Co. Ltd.,Drug Developer,Vice President & Head of Cell Therapies Pharmaceutical Sciences,3033.18,United States,6,AtL,Incomplete registration,Confirmed Delegate
0060J00000xrooU,7010J000001Zftv,Delegates,bluebird bio,Drug Developer,Senior Vice President - Global Medical Affairs,2459.18,United States,1,AtL,Active enquiry,Confirmed Delegate
0060J00000xrOPH,7010J000001Zftv,Delegates,Juno Therapeutics,Drug Developer,Principal Scientist,3094.90,United States,7,AtL,Incomplete registration,Confirmed Delegate
0060J00000yUWTR,7010J000001Zftv,Delegates,Tranquil Clinical Research,Equipment & Service Providers,Principal Chief Executive Officer & Owner & Trial Development Clinical Research Associate & Consultant,3033.18,United States,5,AtL,Active enquiry,Confirmed Delegate
0060J00000yULG8,7010J000001Zftv,Delegates,Bio-Rad Laboratories,Equipment & Service Providers,Senior Manager - Scientific Affairs & Molecular Diagnostics,2426.54,United States,6,AtL,Active enquiry,Confirmed Delegate
0060J00000yUOv3,7010J000001Zftv,Delegates,ESCO Ventures Pte Ltd,Equipment & Service Providers,Program Manager & Associate,3442.36,Singapore,3,AtL,Incomplete registration,Confirmed Delegate
0060J00000yULNd,7010J000001Zftv,Delegates,Miltenyi Biotec,Drug Developer,Marketing Product Manager,2426.54,United States,6,AtL,Active enquiry,Confirmed Delegate
0060J00000yULUZ,7010J000001Zftv,Delegates,Bio-Techne Corporation,Equipment & Service Providers,Commercial Director & Sales Specialist,2337.77,United States,6,AtL,Active enquiry,Confirmed Delegate
0060J00000yULV8,7010J000001Zftv,Delegates,Bio-Techne Corporation,Equipment & Service Providers,Senior Director - Business Development,2337.77,United States,6,AtL,Active enquiry,Confirmed Delegate
0060J00000yULVX,7010J000001Zftv,Delegates,Bio-Techne Corporation,Equipment & Service Providers,Director - Business Development,2337.77,United States,6,AtL,Active enquiry,Confirmed Delegate
0060J00000yUdvG,7010J000001Zftv,Sponsor Place,FloDesign Sonics,Equipment & Service Providers,Director - Global Sales & Cell Therapy Processing,,United States,5,BtL,,Confirmed Sponsor Place
0060J00000yTy4T,7010J000001Zftv,Delegates,Be The Match BioTherapies,Healthcare Providers,Senior Director - Sales & New Business Development,2337.77,United States,7,AtL,Spex referral,Confirmed Delegate
0060J00000yU7OJ,7010J000001Zftv,Delegates,Juno Therapeutics,Drug Developer,"Head of Global Product Quality, Cell Therapy",3094.90,United States,6,AtL,Incomplete registration,Confirmed Delegate
0060J00000yUBka,7010J000001Zftv,Delegates,Sartorius,Equipment & Service Providers,Principal Scientist,2337.77,United States,6,BtL,Allocated List,Confirmed Delegate
0060J00000yTy52,7010J000001Zftv,Delegates,Be The Match BioTherapies,Healthcare Providers,Director - Client Engagement & Account Management,2337.77,United States,7,AtL,Active enquiry,No Show
0060J00000yTy5W,7010J000001Zftv,Delegates,Be The Match BioTherapies,Healthcare Providers,Account & Client Engagement Manager,2337.77,United States,7,AtL,Spex referral,No Show
0060J00000yTy6A,7010J000001Zftv,Delegates,Be The Match BioTherapies,Healthcare Providers,Solutions Development Specialist,2337.77,United States,7,AtL,Spex referral,No Show
0060J00000yU7YQ,7010J000001Zftv,Delegates,Precision for Medicine,Equipment & Service Providers,"Director, Clinical Trial Strategy And Execution (oncology)",3482.48,United States,10,AtL,Active enquiry,No Show
0060J00000yUiOk,7010J000001Zftv,Delegates,Sarah Cannon,Research Institute,Director - Clinical Development,2426.54,United States,5,AtL,Spex referral,Confirmed Delegate
0060J00000yUiTT,7010J000001Zftv,Delegates,Sarah Cannon,Research Institute,"Senior Manager - Strategic Accounts, Strategic Development",2426.54,United States,5,AtL,Spex referral,Confirmed Delegate
0060J00000yUAuq,7010J000001Zftv,Delegates,ZS Associates,Consultant,Associate Principal - Business Consulting,2337.77,United States,6,AtL,Spex referral,Confirmed Delegate
0060J00000yTtwS,7010J000001Zftv,Delegates,Keio University School of Medicine,Research Institute,General Manager,1073.77,Japan,6,AtL,Incomplete registration,Confirmed Delegate
0060J00000yU8oK,7010J000001Zftv,Delegates,Cabaletta Bio,Healthcare Providers,Executive Director - New Product Planning & Business Development Unknown,1435.72,United States,30,AtL,Speaker referral,Confirmed Delegate
0060J00000yUB6H,7010J000001Zftv,Delegates,Draper Laboratory,Military,Investigator,2337.77,United States,6,AtL,Spex referral,Confirmed Delegate
0060J00000yUB6q,7010J000001Zftv,Delegates,Draper Laboratory,Military,Biomedical Engineer,2337.77,United States,6,AtL,Spex referral,Confirmed Delegate
0060J00000yUCDm,7010J000001Zftv,Delegates,Fred Hutchinson Cancer Research Center (FHCRC),Research Institute,"Immuno-Oncology Business Development, Partnerships & Alliances Manager Business Development & Strategy",2289.42,United States,6,AtL,Incomplete registration,Confirmed Delegate
0060J00000yUEoC,7010J000001Zftv,Delegates,PHC Corporation of North America (PHCNA),Healthcare Providers,Staff Engineer,1073.77,Japan,6,AtL,Spex referral,Confirmed Delegate
0060J00000xs7bt,7010J000001Zftv,Delegates,Precision for Medicine,Equipment & Service Providers,Vice President - Operational Strategy -,3482.48,United States,7,AtL,Active enquiry,Confirmed Delegate
0060J00000yUqSd,7010J000001Zftv,Delegates,EdiGene Inc.,Healthcare Providers,Head of T Cell Platform,2459.18,China,5,AtL,Incomplete registration,Confirmed Delegate
0060J00000yeATA,7010J000001Zftv,Delegates,EdiGene Inc.,Healthcare Providers,Head of T Cell Platform,901.18,China,0,AtL,Active enquiry,Workshop Upgrade
0060J00000ye1Ms,7010J000001Zftv,Delegates,Deloitte,Consultant,Vice President & Business Development Executive,2688.94,United States,0,AtL,Active enquiry,Confirmed Delegate
0060J00000ye1Oj,7010J000001Zftv,Delegates,Aleta Biotherapeutics,Support Services,Executive Chairman,2541.18,United States,0,AtL,Active enquiry,Confirmed Delegate
0060J00000ye1q0,7010J000001Zftv,Delegates,Orchard Therapeutics,Drug Developer,Director - Distribution & Logistics,2541.18,United States,0,AtL,Active enquiry,Confirmed Delegate
0060J00000ye1qU,7010J000001Zftv,Delegates,Orchard Therapeutics,Drug Developer,"Vice President - Global Distribution, Patient Access & Support Services",2541.18,United States,0,AtL,Active enquiry,Confirmed Delegate
0060J00000tukNN,7010J000001Zftv,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Program Director Advanced Therapies Supply Chain,2840.46,United States,22,AtL,Production referral,Confirmed Delegate
0060J00000tvHcj,7010J000001Zftv,Delegates,GlaxoSmithKline Plc,Drug Developer,"Cell , Gene Therapy & Early Development Leader Early Development Leader ? Cell & Gene Therapy",2226.15,United Kingdom,27,AtL,Active enquiry,Confirmed Delegate
